Basis,Org_Code,Parent_Org,Org_Name,Standard_or_Item,Cancer_Type,Referral_Route_or_Stage,Treatment_Modality,Total,Within,After,Performance,Within_14_days,In_15_to_28_days,In_29_to_42_days,In_43_to_62_days,After_62_days,Within_31_days,In_32_to_38_days,In_39_to_48_days,In_49_to_62_days,In_63_to_76_days,In_77_to_90_days,In_91_to_104_days,After_104_days,In_15_to_16_days,In_17_to_21_days,In_22_to_28_days,After_28_days
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,4,4,0,1,,,,,0,2.5,1,0,0.5,0,0,0,0,,,,
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,17.5,16,1.5,0.914285714,,,,,1.5,12,1.5,1,1.5,0,1,0.5,0,,,,
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,6,4,2,0.666666667,,,,,2,2.5,0,1,0.5,1,0,0,1,,,,
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,8,6,2,0.75,,,,,2,0.5,1.5,3,1,0,0.5,1,0.5,,,,
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,18,9.5,8.5,0.527777778,,,,,8.5,4.5,1.5,2.5,1,2,2,1.5,3,,,,
Provider,RJ1,London,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,33.5,20,13.5,0.597014925,,,,,13.5,12,1,4,3,6.5,2.5,2,2.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,16,13.5,2.5,0.84375,,,,,2.5,4.5,0.5,0.5,8,0,2,0,0.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,9,4.5,4.5,0.5,,,,,4.5,0.5,0.5,2.5,1,1.5,2,0,1,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,6.5,5,1.5,0.769230769,,,,,1.5,2,0,1,2,0,0,0,1.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,0,0,0,0,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,2.5,1,1.5,0.4,,,,,1.5,0,0,0.5,0.5,0,0,0.5,1,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,17.5,10.5,7,0.6,,,,,7,3,3,0.5,4,2,2.5,1.5,1,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,14.5,7,7.5,0.482758621,,,,,7.5,3.5,2,0.5,1,2,2.5,0.5,2.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,0.5,0.5,0,1,,,,,0,0.5,0,0,0,0,0,0,0,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,23,22,1,0.956521739,,,,,1,21,1,0,0,0,0,1,0,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,3,2.5,0.5,0.833333333,,,,,0.5,1.5,0,0,1,0,0,0,0.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,4,2.5,1.5,0.625,,,,,1.5,2,0,0,0.5,0,0,0.5,1,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,8,4.5,3.5,0.5625,,,,,3.5,1.5,2,0.5,0.5,1,1,0,1.5,,,,
Provider,RJ2,London,LEWISHAM AND GREENWICH NHS TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,25.5,19,6.5,0.745098039,,,,,6.5,8,4,2,5,1,2,1.5,2,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,7.5,5,2.5,0.666666667,,,,,2.5,2,0.5,1.5,1,1,0.5,0,1,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,3.5,2,1.5,0.571428571,,,,,1.5,0.5,0,1.5,0,1,0,0,0.5,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,3.5,3.5,0,1,,,,,0,1,0,1.5,1,0,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,2.5,2.5,0,1,,,,,0,2.5,0,0,0,0,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,1.5,1.5,0,1,,,,,0,0,0,0,1.5,0,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,7,3.5,3.5,0.5,,,,,3.5,0,1,0,2.5,1,0,0,2.5,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,11.5,4,7.5,0.347826087,,,,,7.5,3.5,0,0,0.5,2,2.5,2.5,0.5,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,3.5,3.5,0,1,,,,,0,1.5,0,0,2,0,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,7.5,6.5,1,0.866666667,,,,,1,1,3,1,1.5,0,1,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,2.5,2.5,0,1,,,,,0,1,0,0,1.5,0,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,3,1,2,0.333333333,,,,,2,0.5,0,0,0.5,2,0,0,0,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,1.5,1,0.5,0.666666667,,,,,0.5,0,0,0.5,0.5,0,0,0,0.5,,,,
Provider,RJ6,London,CROYDON HEALTH SERVICES NHS TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,12.5,12.5,0,1,,,,,0,12,0.5,0,0,0,0,0,0,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,32.5,29,3.5,0.892307692,,,,,3.5,3.5,2,6.5,17,1,2.5,0,0,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,3.5,2,1.5,0.571428571,,,,,1.5,0.5,0,0.5,1,0,1,0,0.5,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,6,3,3,0.5,,,,,3,2,1,0,0,1,1,0,1,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,5,5,0,1,,,,,0,4,0,1,0,0,0,0,0,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,18,13,5,0.722222222,,,,,5,3.5,1.5,2,6,2,2,1,0,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,15.5,10,5.5,0.64516129,,,,,5.5,2,1.5,0.5,6,2,0.5,0,3,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,12,4,8,0.333333333,,,,,8,0,0,1,3,1,2,2,3,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,8,8,0,1,,,,,0,6.5,0.5,0,1,0,0,0,0,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,10.5,8,2.5,0.761904762,,,,,2.5,2,3,2,1,0,1,1,0.5,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,6.5,4.5,2,0.692307692,,,,,2,3,0.5,0,1,0,1,0,1,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,2.5,1,1.5,0.4,,,,,1.5,0,1,0,0,1,0,0,0.5,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,11,5.5,5.5,0.5,,,,,5.5,1.5,0,3,1,3,1,0,1.5,,,,
Provider,RJ7,London,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,14,14,0,1,,,,,0,9,0,2,3,0,0,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,16.5,12,4.5,0.727272727,,,,,4.5,1,3.5,1.5,6,2,2.5,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,6.5,0.5,6,0.076923077,,,,,6,0,0,0.5,0,3.5,2,0.5,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,2,1,1,0.5,,,,,1,1,0,0,0,0,1,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,3,3,0,1,,,,,0,0,1,0,2,0,0,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,3.5,0,3.5,0,,,,,3.5,0,0,0,0,1,0,1,1.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,19.5,12,7.5,0.615384615,,,,,7.5,3,2.5,2,4.5,4,1,1,1.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,3.5,2,1.5,0.571428571,,,,,1.5,0,0,0.5,1.5,1,0,0,0.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,3,3,0,1,,,,,0,1,1,1,0,0,0,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,34,26.5,7.5,0.779411765,,,,,7.5,11,3,8,4.5,4,2,1,0.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,8,6,2,0.75,,,,,2,4,2,0,0,2,0,0,0,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,1.5,0,1.5,0,,,,,1.5,0,0,0,0,0,0,1,0.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,5,4.5,0.5,0.9,,,,,0.5,3,0,1,0.5,0,0,0,0.5,,,,
Provider,RJC,Midlands,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,19.5,11,8.5,0.564102564,,,,,8.5,1,2,4,4,3,3,1.5,1,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,56,41,15,0.732142857,,,,,15,7,7,9,18,7,4,0,4,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,23,16,7,0.695652174,,,,,7,9,1,1,5,5,0,1,1,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,13.5,8,5.5,0.592592593,,,,,5.5,1,3,3,1,1,1,0.5,3,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,4,3,1,0.75,,,,,1,2,1,0,0,1,0,0,0,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,13,2,11,0.153846154,,,,,11,1,0,0,1,4,3,2,2,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,52,27.5,24.5,0.528846154,,,,,24.5,9,3,2.5,13,9,9,2,4.5,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,46.5,27.5,19,0.591397849,,,,,19,12,1,3,11.5,9.5,1.5,4,4,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,13,10.5,2.5,0.807692308,,,,,2.5,5,3,2,0.5,0,1.5,1,0,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,47,40,7,0.85106383,,,,,7,31,4,1,4,2,2,2,1,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,15.5,9.5,6,0.612903226,,,,,6,8,0,0.5,1,0,3.5,1,1.5,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,15,5,10,0.333333333,,,,,10,3,1,0,1,6.5,2,0.5,1,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,17,10.5,6.5,0.617647059,,,,,6.5,6,0,2,2.5,1,2,2,1.5,,,,
Provider,RJE,Midlands,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,69,49,20,0.710144928,,,,,20,20,7,7,15,5,6,2,7,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,34,19,15,0.558823529,,,,,15,0,2,3.5,13.5,8,6,1,0,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,9,6,3,0.666666667,,,,,3,1,0,2,3,0,2,0.5,0.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,1,0.5,0.5,0.5,,,,,0.5,0.5,0,0,0,0,0,0,0.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,3.5,0,3.5,0,,,,,3.5,0,0,0,0,1,0,1,1.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,21.5,14,7.5,0.651162791,,,,,7.5,4,0,4,6,2,3,1,1.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,18,10.5,7.5,0.583333333,,,,,7.5,6,1,1,2.5,1.5,1,0.5,4.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,2,1,1,0.5,,,,,1,1,0,0,0,0,1,0,0,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,1,0,1,0,,,,,1,0,0,0,0,0.5,0,0,0.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,14,13,1,0.928571429,,,,,1,8,0,3,2,1,0,0,0,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,12,2,10,0.166666667,,,,,10,2,0,0,0,1,5,1.5,2.5,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,12.5,9,3.5,0.72,,,,,3.5,3.5,2,0,3.5,2,1,0.5,0,,,,
Provider,RJL,North East and Yorkshire,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,33,30,3,0.909090909,,,,,3,11,6,4,9,2,0.5,0,0.5,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,28,12,16,0.428571429,,,,,16,0,1,3,8,7,5,2,2,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,2.5,2.5,0,1,,,,,0,0,0,1.5,1,0,0,0,0,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,0.5,0.5,0,1,,,,,0,0,0,0.5,0,0,0,0,0,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,10.5,9,1.5,0.857142857,,,,,1.5,1,1,4,3,0,0,0,1.5,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,4,3,1,0.75,,,,,1,1,0.5,1,0.5,0,1,0,0,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,2,2,0,1,,,,,0,1.5,0.5,0,0,0,0,0,0,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,4.5,3.5,1,0.777777778,,,,,1,3.5,0,0,0,0,0.5,0,0.5,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,3,2.5,0.5,0.833333333,,,,,0.5,1,0,1,0.5,0,0.5,0,0,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,4.5,1.5,3,0.333333333,,,,,3,0.5,0,0,1,2,0,0,1,,,,
Provider,RJN,North West,EAST CHESHIRE NHS TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,9.5,6.5,3,0.684210526,,,,,3,1,2,2,1.5,1,0,1,1,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,25.5,22.5,3,0.882352941,,,,,3,3,2.5,7,10,1,1,1,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,4,2,2,0.5,,,,,2,0,0.5,0,1.5,0,0,2,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,5,4,1,0.8,,,,,1,0,0,1,3,0,0,1,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,3,3,0,1,,,,,0,2,0,0,1,0,0,0,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,3,0.5,2.5,0.166666667,,,,,2.5,0,0,0,0.5,0.5,1,0.5,0.5,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,6.5,5.5,1,0.846153846,,,,,1,2,0,1.5,2,0,0,1,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,5.5,3,2.5,0.545454545,,,,,2.5,0.5,0,0,2.5,0,0,0,2.5,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,1.5,1.5,0,1,,,,,0,0.5,0,0,1,0,0,0,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,41,39,2,0.951219512,,,,,2,21,8,5.5,4.5,1,0,0,1,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,3.5,2.5,1,0.714285714,,,,,1,2.5,0,0,0,1,0,0,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Oesophagus & Stomach,ALL ROUTES,ALL MODALITIES,0.5,0.5,0,1,,,,,0,0,0.5,0,0,0,0,0,0,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Urological - Other (a),ALL ROUTES,ALL MODALITIES,3.5,3,0.5,0.857142857,,,,,0.5,1,1,0,1,0,0,0,0.5,,,,
Provider,RJR,North West,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,62D,Urological - Prostate,ALL ROUTES,ALL MODALITIES,24,22.5,1.5,0.9375,,,,,1.5,8,2,8.5,4,0,0,0,1.5,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Breast,ALL ROUTES,ALL MODALITIES,61,37,24,0.606557377,,,,,24,3,1,9.5,23.5,9,5,4.5,5.5,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Gynaecological,ALL ROUTES,ALL MODALITIES,9.5,7.5,2,0.789473684,,,,,2,2,1.5,2,2,0,2,0,0,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Haematological - Lymphoma,ALL ROUTES,ALL MODALITIES,9.5,8,1.5,0.842105263,,,,,1.5,3,1,0,4,0,0.5,1,0,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Haematological - Other (a),ALL ROUTES,ALL MODALITIES,10.5,7.5,3,0.714285714,,,,,3,3.5,1,0,3,1,1,0,1,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Head & Neck,ALL ROUTES,ALL MODALITIES,5,4,1,0.8,,,,,1,0.5,0,2.5,1,1,0,0,0,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Lower Gastrointestinal,ALL ROUTES,ALL MODALITIES,26.5,17.5,9,0.660377358,,,,,9,4,6,2.5,5,2.5,0.5,4.5,1.5,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Lung,ALL ROUTES,ALL MODALITIES,16.5,9,7.5,0.545454545,,,,,7.5,4.5,1.5,1.5,1.5,1,2.5,2,2,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Other (a),ALL ROUTES,ALL MODALITIES,11.5,8.5,3,0.739130435,,,,,3,7.5,1,0,0,2,0,0,1,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Skin,ALL ROUTES,ALL MODALITIES,30.5,29,1.5,0.950819672,,,,,1.5,19,6.5,2,1.5,0,1,0.5,0,,,,
Provider,RJZ,London,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,62D,Upper Gastrointestinal - Hepatobiliary,ALL ROUTES,ALL MODALITIES,19,8.5,10.5,0.447368421,,,,,10.5,3.5,1,1.5,2.5,1,3.5,0,6,,,,
