DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,CLUSTER_GROUP,BENCHMARK_GROUP,MAIN_STAFF_GROUP,STAFF_GROUP_1,FTE,HEADCOUNT
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",4122.55537,4792
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,745.52989,849
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3027.98237,3370
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1154.85977,1251
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1454.63259,1688
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,352.02334,363
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,66.46667,68
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,16.56,17
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17904.74463,20114
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9874.39622,10931
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2342.73154,2474
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,26.7596,34
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,926.55919,986
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,544.2325,565
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,112.40875,113
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,110.89875,112
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,39.954,45
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,580.81875,620
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,369.80376,475
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4901.87043,5462
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2259.99049,2526
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4852.94128,5621
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",4005.31807,4657
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,847.62321,970
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3166.40713,3570
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1167.91797,1259
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1590.43914,1892
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,335.37668,345
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,72.67334,74
2025-04-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,11.0,11
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17904.16906,20117
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9883.65077,10941
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2345.60679,2474
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,26.7596,34
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,931.54519,989
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,534.28425,555
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,111.40875,112
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,110.89875,112
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,41.054,46
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,588.55625,626
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,370.48294,477
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4915.10387,5479
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2252.45717,2517
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4857.07326,5622
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",4006.67672,4656
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,850.39654,972
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3151.44503,3557
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1153.24919,1245
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1597.82582,1899
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,329.29668,340
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,71.07334,73
2025-05-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,12.0,12
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17937.4395,20160
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9887.49056,10942
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2335.16454,2465
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,26.7596,34
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,927.32169,986
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,525.52675,546
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,113.40875,114
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,111.89875,113
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,43.854,49
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,585.295,624
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,360.59294,468
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4923.80389,5482
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2267.92919,2533
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4869.53058,5638
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",4000.36071,4651
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,869.16987,993
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3171.61836,3586
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1149.32919,1242
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1620.74582,1930
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,333.27001,344
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,68.27334,70
2025-06-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,8.8,9
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17995.26814,20214
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9984.72586,11041
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2438.71129,2567
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,26.7596,34
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,933.71469,993
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,499.86175,519
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,239.40875,240
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,112.89875,114
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,44.154,49
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,580.81375,619
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,361.83295,469
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4908.54256,5469
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2275.63906,2542
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4844.55941,5612
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3984.67621,4636
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,859.8832,982
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3159.18287,3569
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1130.65371,1222
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1629.15915,1935
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,329.69667,341
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,69.67334,71
2025-07-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,6.8,7
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17900.76416,20091
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9969.86849,11016
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2417.88754,2541
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,26.7596,34
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,940.16519,999
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,502.97125,522
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,134.40625,135
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,124.025,125
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,1.1,2
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,45.254,50
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,643.20625,680
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,360.7808,465
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4884.00057,5443
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2307.19958,2571
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4795.72609,5551
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3955.0429,4596
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,840.68319,961
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3129.36958,3534
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1131.28038,1223
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1603.93252,1904
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,325.48334,337
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,68.67334,70
2025-08-31,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,5.8,6
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17951.00924,20138
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,10046.38765,11098
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2428.94504,2558
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,27.1596,35
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,946.72419,1007
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,503.19475,522
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,138.20625,139
2025-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,115.88125,117
